Date,Commodity,Price,Unit,File_Source
2018-08,Bufalo Buter,96,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Cantaloupe,5.45,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Catefish,19.43,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Citrus,8,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Corindar,25.58,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Corn Oil,27.55,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Coton Sed Oil,20.5,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Crushed Beans,13.05,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Crushed Lentil,20.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Cumin,79.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Domestic Chicken,39,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Domestic Duck,47.28,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Dry Beans,28,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Eggplant,4.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Farm Chese,27,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Farm Chicken,32,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Fig,14.05,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Fresh Milk,14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Frozen Macaroni fish,29.98,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Frozen Macril fish,41.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Garlic,13.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Gren Beans,17,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Gren Paper,7.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Imported frozen buffalo meat,79.08,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Lentil,25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Medium size Cabbag,5.75,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Medium size Cucumber,7.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Medium size Pidgeon,55.02,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Medium size farm Eg,1.59,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Mullet Fish,66,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Nesto Chese,8.5,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Normal Wheat,8.14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Old Roumi Chese,104.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Onion,6.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Pack of Tea,4.4,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Packed Honey,18.3,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Packed Sugar,14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Packed White Rice,14.59,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Potato,7.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Shep meat with bones,151.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Smal size Banana,16,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Smal size Squash,8.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Stored Full Crиme White Cheese,53,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Sun Flower Oil,23.5,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Tilapia Fish,27.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Tomato,5.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Unpacked Buffalo butter,95.37,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Unpacked Halva,33,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Unpacked Imported Cattle’s Butter,118.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Unpacked Molases,11.4,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Unpacked Pasta,7.59,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Unpacked Rice,10.15,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Unpacked Tahina,45.64,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Unpacked Wheat Flour,6.93,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Watermelon shillian,4.11,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Yellow Currot without leaps,5.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-08,Young age buffalo with bones,143,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 8 - 2018.pdf
2018-09,Apricot Jam,10.85,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Black Peper Grain,148.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Broad Beans,20.6,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Bufalo Buter,96,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Catefish,19.75,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Citrus,7.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Corindar,26,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Corn Oil,27.55,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Coton Sed Oil,20.5,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Crushed Beans,14.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Crushed Lentil,19.9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Cumin,82.65,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Domestic Chicken,37.18,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Domestic Duck,46,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Dry Beans,27.72,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Eggplant,4.48,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Farm Chese,27.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Farm Chicken,29.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Fig,17.07,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Fresh Milk,14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Frozen Macaroni fish,30.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Frozen Macril fish,42,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Garlic,10.31,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Gren Beans,18.61,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Gren Paper,9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Guava,11,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Imported frozen buffalo meat,79.08,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Lentil,24.67,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Medium size Cabbag,8.44,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Medium size Cucumber,7,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Medium size Pidgeon,54,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Medium size farm Eg,1.56,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Mullet Fish,67.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Nesto Chese,9.25,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Normal Wheat,8.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Old Roumi Chese,104,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Onion,6.75,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Pack of Tea,4.4,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Packed Honey,18.3,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Packed Sugar,14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Packed White Rice,14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Potato,10,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Shep meat with bones,151.9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Smal size Banana,14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Smal size Squash,8,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Stored Full Crиme White Cheese,53,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Sun Flower Oil,23.5,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Tilapia Fish,29.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Tomato,10.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Unpacked Buffalo butter,95.37,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Unpacked Halva,33,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Unpacked Imported Cattle’s Butter,118.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Unpacked Molases,11.69,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Unpacked Pasta,7.67,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Unpacked Rice,10.09,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Unpacked Tahina,45.64,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Unpacked Wheat Flour,6.93,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Yellow Currot without leaps,8,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Young age buffalo with bones,143,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-09,Zagloul Dates,10,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 9 - 2018.pdf
2018-10,Apricot Jam,10.85,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Black Peper Grain,150.62,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Broad Beans,23.18,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Bufalo Buter,96,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Catefish,18.81,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Citrus,8.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Corindar,26,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Corn Oil,27.55,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Coton Sed Oil,20.5,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Crushed Beans,15.72,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Crushed Lentil,20.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Cumin,79.86,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Domestic Chicken,37.05,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Domestic Duck,45.98,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Dry Beans,28.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Eggplant,4.75,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Farm Chese,27.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Farm Chicken,31,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Fresh Milk,14.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Frozen Macaroni fish,29.43,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Frozen Macril fish,41.15,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Garlic,12.69,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Gren Beans,9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Gren Paper,9.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Guava,8.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Imported frozen buffalo meat,79.08,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Lentil,25.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Medium size Cabbag,9.65,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Medium size Cucumber,6,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Medium size Pidgeon,54.23,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Medium size farm Eg,1.63,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Mullet Fish,65,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Navel Oranges,6.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Nesto Chese,9.41,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Normal Wheat,8.3,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Old Roumi Chese,104,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Onion,8,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Pack of Tea,4.4,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Packed Honey,18.59,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Packed Sugar,14,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Packed White Rice,14.96,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Potato,12,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Shep meat with bones,151.9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
2018-10,Smal size Banana,11.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 10 - 2018.pdf
